DESTPORT;PROTOCOL;SERVICE;SERVICE
19302;UDP;GoogleHangoutDuo;2559
19302;UDP;Signal;494
19302;UDP;WhatsAppCall;5
19305;TCP;Google;3
19305;UDP;GoogleHangoutDuo;3
19316;UDP;BitTorrent;4
19317;TCP;Unknown;2
19317;UDP;BitTorrent;1
19328;UDP;Signal;1
19329;UDP;BitTorrent;1
19336;TCP;Unknown;3
19336;UDP;BitTorrent;1
19341;UDP;BitTorrent;1
19342;TCP;Unknown;1
19342;UDP;BitTorrent;1
19351;UDP;BitTorrent;1
19351;UDP;STUN;1
19373;UDP;BitTorrent;1
19384;UDP;BitTorrent;1
19390;UDP;BitTorrent;1
19397;TCP;RDP;1
19398;UDP;BitTorrent;1
19419;TCP;RDP;1
19424;UDP;BitTorrent;1
19459;UDP;BitTorrent;1
19477;UDP;BitTorrent;2
19512;TCP;RDP;1
19526;UDP;BitTorrent;1
19528;UDP;BitTorrent;2
19529;UDP;BitTorrent;1
19530;TCP;RDP;1
19532;UDP;BitTorrent;1
19534;TCP;RDP;1
19539;UDP;BitTorrent;1
19548;UDP;BitTorrent;1
19566;TCP;RDP;1
19568;TCP;Unknown;1
19568;UDP;BitTorrent;1
19580;UDP;BitTorrent;1
19623;TCP;Unknown;1
19626;UDP;BitTorrent;1
19635;UDP;BitTorrent;2
19644;TCP;RDP;1
19688;UDP;BitTorrent;1
19690;UDP;BitTorrent;2
19702;UDP;BitTorrent;1
19724;UDP;BitTorrent;1
19725;UDP;BitTorrent;2
19740;UDP;BitTorrent;1
19759;UDP;Unknown;1
19768;UDP;BitTorrent;2
19779;UDP;BitTorrent;2
19792;UDP;BitTorrent;1
19805;UDP;BitTorrent;1
19811;UDP;BitTorrent;1
19815;UDP;BitTorrent;1
19824;TCP;SSH;1
19828;TCP;RDP;1
19831;UDP;BitTorrent;1
19832;UDP;BitTorrent;1
19834;UDP;BitTorrent;1
19842;TCP;RDP;1
19859;UDP;BitTorrent;1
19878;UDP;BitTorrent;1
19895;UDP;BitTorrent;2
19896;UDP;STUN;1
19908;TCP;RDP;1
19919;UDP;BitTorrent;2
19923;TCP;RDP;1
19937;TCP;RDP;1
19946;UDP;BitTorrent;1
19963;UDP;BitTorrent;1
19969;UDP;BitTorrent;1
19993;UDP;BitTorrent;1
19999;UDP;BitTorrent;1
20000;UDP;Unknown;2
20001;UDP;BitTorrent;1
20002;UDP;Unknown;4
20003;UDP;BitTorrent;1
20009;TCP;TLS;16
20009;TCP;Unknown;2
20014;UDP;BitTorrent;1
20017;TCP;RDP;1
20037;TCP;MsSQL-TDS;1
20052;UDP;BitTorrent;1
20068;UDP;BitTorrent;1
20072;UDP;BitTorrent;1
20077;UDP;Signal;1
20079;TCP;Unknown;3
20079;UDP;BitTorrent;1
20084;TCP;Unknown;2
20084;UDP;BitTorrent;2
20089;UDP;Signal;1
20101;TCP;Unknown;3
20101;UDP;BitTorrent;1
20111;TCP;Unknown;1
20111;UDP;BitTorrent;2
20146;UDP;BitTorrent;1
20157;UDP;BitTorrent;2
20163;UDP;BitTorrent;1
20173;UDP;BitTorrent;1
20183;UDP;BitTorrent;1
20184;UDP;BitTorrent;4
20187;TCP;Unknown;1
20187;UDP;BitTorrent;1
20192;UDP;BitTorrent;3
20200;TCP;Unknown;2
20200;UDP;SkypeCall;1
20203;UDP;BitTorrent;1
20212;TCP;Unknown;2
20212;UDP;Unknown;1
20247;UDP;BitTorrent;4
20311;UDP;BitTorrent;1
20320;TCP;Unknown;3
20320;UDP;BitTorrent;1
20331;TCP;Unknown;2
20331;UDP;BitTorrent;1
20353;TCP;Unknown;1
20353;UDP;BitTorrent;1
20372;TCP;Unknown;3
20372;UDP;BitTorrent;1
20450;UDP;BitTorrent;1
20452;UDP;BitTorrent;1
20461;UDP;BitTorrent;1
20475;UDP;BitTorrent;1
20493;UDP;BitTorrent;1
20513;UDP;BitTorrent;1
20524;UDP;BitTorrent;1
20527;UDP;BitTorrent;1
20542;UDP;BitTorrent;1
20554;UDP;BitTorrent;2
20558;UDP;BitTorrent;1
20562;UDP;BitTorrent;1
20563;UDP;BitTorrent;1
20575;UDP;BitTorrent;1
20577;TCP;BitTorrent;1
20577;TCP;Unknown;3
20577;UDP;BitTorrent;1
20577;UDP;Signal;1
20587;UDP;BitTorrent;1
20593;UDP;BitTorrent;1
20597;UDP;BitTorrent;1
20601;UDP;BitTorrent;1
20621;TCP;RDP;1
20627;TCP;RDP;1
20628;UDP;BitTorrent;1
20641;UDP;BitTorrent;1
20642;TCP;Unknown;3
20642;UDP;BitTorrent;1
20666;UDP;BitTorrent;1
20674;UDP;BitTorrent;1
20677;UDP;BitTorrent;1
20678;UDP;STUN;1
20681;UDP;BitTorrent;1
20684;TCP;MsSQL-TDS;1
20700;UDP;BitTorrent;2
20708;UDP;BitTorrent;1
20714;TCP;Apple;3
20714;UDP;BitTorrent;1
20715;UDP;BitTorrent;1
20732;UDP;BitTorrent;1
20734;TCP;RDP;1
20735;TCP;RDP;1
20740;UDP;BitTorrent;1
20745;UDP;BitTorrent;3
20747;UDP;BitTorrent;1
20769;UDP;BitTorrent;1
20771;UDP;BitTorrent;2
20776;UDP;BitTorrent;1
20809;UDP;BitTorrent;1
20868;TCP;Unknown;3
20868;UDP;BitTorrent;1
20876;UDP;BitTorrent;1
20877;UDP;BitTorrent;1
20884;UDP;BitTorrent;1
20902;UDP;BitTorrent;1
20924;UDP;BitTorrent;1
20933;UDP;BitTorrent;1
20953;TCP;RDP;1
20955;UDP;BitTorrent;1
20972;UDP;Signal;1
21009;UDP;BitTorrent;1
21021;UDP;BitTorrent;1
21026;UDP;BitTorrent;1
21037;UDP;BitTorrent;1
21046;UDP;BitTorrent;1
21064;UDP;BitTorrent;1
21067;TCP;Unknown;1
21067;UDP;BitTorrent;1
21098;UDP;BitTorrent;1
21107;UDP;BitTorrent;1
21108;UDP;STUN;1
21117;TCP;Unknown;1
21117;UDP;BitTorrent;1
21117;UDP;Unknown;1
21121;TCP;Unknown;1
21121;UDP;Unknown;1
21129;TCP;Unknown;6
21129;UDP;BitTorrent;1
21141;UDP;BitTorrent;1
21183;UDP;BitTorrent;2
21204;UDP;BitTorrent;1
21232;UDP;BitTorrent;1
21234;UDP;BitTorrent;1
21253;UDP;BitTorrent;1
21290;UDP;BitTorrent;1
21291;TCP;Unknown;1
21291;UDP;BitTorrent;1
21294;UDP;BitTorrent;2
21297;TCP;BitTorrent;1
21297;UDP;BitTorrent;1
21302;TCP;RDP;1
21303;UDP;BitTorrent;1
21312;UDP;BitTorrent;1
21323;TCP;Unknown;1
21323;UDP;BitTorrent;1
21323;UDP;Unknown;1
21325;UDP;BitTorrent;1
21339;UDP;BitTorrent;1
21360;UDP;BitTorrent;5
21361;TCP;Unknown;1
21371;TCP;BitTorrent;1
21371;TCP;Unknown;2
21371;UDP;BitTorrent;1
21384;TCP;Unknown;4
21384;UDP;BitTorrent;1
21396;TCP;Unknown;3
21396;UDP;BitTorrent;1
21417;UDP;BitTorrent;2
21434;UDP;STUN;1
21438;UDP;BitTorrent;1
21443;TCP;Unknown;1
21443;UDP;BitTorrent;1
21444;TCP;BitTorrent;1
21444;UDP;BitTorrent;1
21454;TCP;Unknown;3
21454;UDP;BitTorrent;1
21464;UDP;BitTorrent;1
21468;UDP;BitTorrent;1
21508;TCP;Unknown;3
21508;UDP;BitTorrent;1
21512;UDP;BitTorrent;3
21518;UDP;BitTorrent;1
21555;UDP;STUN;1
21559;TCP;Unknown;3
21559;UDP;BitTorrent;1
21582;UDP;BitTorrent;1
21587;TCP;Unknown;3
21587;UDP;BitTorrent;1
21589;TCP;Unknown;2
21589;UDP;BitTorrent;1
21601;UDP;BitTorrent;3
21606;UDP;BitTorrent;2
21609;UDP;BitTorrent;1
21629;UDP;BitTorrent;1
21638;TCP;Unknown;3
21638;UDP;BitTorrent;1
21649;UDP;BitTorrent;2
21656;TCP;Unknown;3
21656;UDP;BitTorrent;1
21658;TCP;Unknown;1
21658;UDP;BitTorrent;1
21675;UDP;BitTorrent;1
21698;TCP;RDP;1
21706;UDP;BitTorrent;1
21721;TCP;Unknown;2
21721;UDP;BitTorrent;1
21726;UDP;BitTorrent;1
21728;UDP;BitTorrent;1
21732;TCP;RDP;1
21743;UDP;BitTorrent;3
21757;TCP;RDP;1
21762;UDP;BitTorrent;1
21766;UDP;BitTorrent;1
21767;UDP;BitTorrent;1
21773;UDP;BitTorrent;1
21776;UDP;BitTorrent;2
21782;TCP;Unknown;1
21782;UDP;BitTorrent;1
21789;TCP;RDP;1
21801;UDP;BitTorrent;1
21820;UDP;BitTorrent;1
21831;TCP;Unknown;2
21831;UDP;BitTorrent;1
21843;UDP;BitTorrent;2
21844;UDP;BitTorrent;1
21852;UDP;Signal;1
21865;UDP;BitTorrent;1
21877;TCP;Unknown;1
21877;UDP;SkypeCall;1
21884;UDP;BitTorrent;2
21901;UDP;BitTorrent;1
21910;UDP;BitTorrent;1
21920;UDP;STUN;1
21928;UDP;BitTorrent;1
21946;UDP;BitTorrent;1
21947;UDP;BitTorrent;3
21948;TCP;RDP;1
21948;UDP;BitTorrent;2
21954;UDP;BitTorrent;1
21962;TCP;Unknown;1
21962;UDP;BitTorrent;2
21962;UDP;Unknown;1
21967;TCP;RDP;1
21974;UDP;BitTorrent;1
21975;UDP;BitTorrent;1
22003;UDP;BitTorrent;1
22018;UDP;BitTorrent;1
22020;TCP;BitTorrent;2
22020;UDP;BitTorrent;1
22026;TCP;Unknown;4
22026;UDP;BitTorrent;2
22046;UDP;BitTorrent;2
22051;UDP;BitTorrent;6
22078;TCP;RDP;1
22093;UDP;BitTorrent;1
22099;UDP;BitTorrent;1
22118;UDP;BitTorrent;1
22119;TCP;Unknown;1
22119;UDP;BitTorrent;1
22128;UDP;BitTorrent;2
22131;TCP;Unknown;1
22131;UDP;BitTorrent;1
22136;UDP;BitTorrent;1
22152;TCP;RDP;1
22159;UDP;BitTorrent;2
22160;UDP;BitTorrent;1
22167;UDP;BitTorrent;1
22170;UDP;BitTorrent;1
22170;UDP;Unknown;1
22174;UDP;BitTorrent;1
22178;UDP;BitTorrent;2
22209;TCP;RDP;1
22216;UDP;BitTorrent;2
22218;TCP;Unknown;1
22218;UDP;BitTorrent;1
22222;TCP;RDP;1
22222;UDP;Amazon;134
22222;UDP;BitTorrent;13
22222;UDP;Google;43
22222;UDP;Unknown;80
22243;UDP;BitTorrent;1
22246;TCP;Unknown;2
22246;UDP;BitTorrent;2
22246;UDP;Unknown;1
22249;TCP;Unknown;1
22249;UDP;BitTorrent;1
22292;UDP;BitTorrent;1
22306;UDP;BitTorrent;1
22324;TCP;Unknown;1
22324;UDP;BitTorrent;1
22326;TCP;RDP;1
22326;UDP;BitTorrent;1
22328;UDP;BitTorrent;2
22329;TCP;Unknown;4
22329;UDP;BitTorrent;1
22346;TCP;Unknown;1
22346;UDP;BitTorrent;1
22369;UDP;BitTorrent;2
22392;TCP;SSH;1
22395;TCP;Unknown;1
22395;UDP;BitTorrent;1
22395;UDP;Unknown;1
22401;TCP;MsSQL-TDS;1
22427;TCP;Unknown;3
22427;UDP;BitTorrent;1
22436;TCP;Unknown;1
22436;UDP;Unknown;1
22475;UDP;BitTorrent;1
22480;UDP;BitTorrent;1
22494;UDP;BitTorrent;2
22530;TCP;Unknown;1
22530;UDP;BitTorrent;1
22542;UDP;BitTorrent;1
22547;UDP;BitTorrent;6
22552;UDP;BitTorrent;1
22554;TCP;Unknown;1
22554;UDP;BitTorrent;1
22562;TCP;SSH;1
22574;UDP;BitTorrent;1
22589;UDP;BitTorrent;1
22600;UDP;STUN;1
22635;UDP;BitTorrent;1
22650;UDP;BitTorrent;6
22651;UDP;BitTorrent;2
22656;TCP;Unknown;1
22656;UDP;BitTorrent;1
22671;TCP;SSH;1
22697;UDP;BitTorrent;1
22699;TCP;MsSQL-TDS;1
22700;TCP;RDP;1
22725;TCP;Unknown;3
22725;UDP;BitTorrent;1
22732;UDP;BitTorrent;1
22768;TCP;Unknown;3
22768;UDP;BitTorrent;1
22771;TCP;Unknown;1
22771;UDP;Unknown;1
22776;TCP;Unknown;2
22776;UDP;BitTorrent;3
22783;UDP;BitTorrent;2
22790;TCP;TLS;33
22790;TCP;Unknown;6
22795;UDP;STUN;1
22806;UDP;BitTorrent;2
22822;UDP;BitTorrent;1
22831;UDP;BitTorrent;1
22877;UDP;BitTorrent;1
22880;UDP;BitTorrent;1
22915;TCP;SSH;1
22926;UDP;BitTorrent;1
22951;UDP;BitTorrent;1
22954;UDP;BitTorrent;1
22957;UDP;BitTorrent;2
22958;UDP;BitTorrent;2
22967;UDP;BitTorrent;1
22977;TCP;Unknown;1
22991;UDP;BitTorrent;1
23014;TCP;Unknown;3
23014;UDP;BitTorrent;1
23056;TCP;Unknown;2
23056;UDP;BitTorrent;1
23060;UDP;BitTorrent;1
23069;UDP;BitTorrent;2
23080;UDP;BitTorrent;1
23101;TCP;Unknown;3
23101;UDP;BitTorrent;1
23123;TCP;RDP;1
23129;UDP;BitTorrent;1
23156;UDP;BitTorrent;1
23195;UDP;BitTorrent;2
23218;TCP;Unknown;2
23218;UDP;Unknown;1
23231;UDP;BitTorrent;1
23244;TCP;Unknown;1
23244;UDP;BitTorrent;1
23260;UDP;BitTorrent;1
23261;UDP;Signal;1
23262;UDP;BitTorrent;1
23271;TCP;Unknown;2
23271;UDP;Unknown;1
23272;UDP;BitTorrent;1
23289;TCP;RDP;1
23289;TCP;Unknown;1
23289;UDP;BitTorrent;1
23296;TCP;Unknown;1
23296;UDP;Unknown;1
23298;UDP;BitTorrent;1
23321;UDP;BitTorrent;1
23342;TCP;Unknown;1
23342;UDP;Unknown;1
23349;TCP;RDP;1
23350;TCP;RDP;1
23353;TCP;RDP;1
23390;TCP;RDP;1
23405;UDP;BitTorrent;1
23416;TCP;Unknown;3
23416;UDP;BitTorrent;2
23436;UDP;BitTorrent;1
23442;TCP;Unknown;2
23442;UDP;Unknown;1
23455;UDP;BitTorrent;1
23470;UDP;BitTorrent;1
23476;TCP;RDP;1
23476;TCP;Unknown;3
23476;UDP;BitTorrent;1
23492;UDP;BitTorrent;1
23505;TCP;Unknown;3
23505;UDP;BitTorrent;1
23525;UDP;BitTorrent;1
23527;UDP;BitTorrent;1
23557;UDP;BitTorrent;4
23562;TCP;Unknown;3
23562;UDP;BitTorrent;1
23562;UDP;Unknown;1
23578;TCP;RDP;1
23581;TCP;Unknown;6
23581;UDP;BitTorrent;2
23582;UDP;BitTorrent;1
23596;UDP;BitTorrent;1
23613;UDP;BitTorrent;1
23622;UDP;BitTorrent;1
23623;TCP;RDP;1
23624;UDP;BitTorrent;1
23643;UDP;BitTorrent;1
23651;UDP;BitTorrent;1
23661;TCP;Unknown;3
23661;UDP;BitTorrent;1
23675;UDP;STUN;1
23676;TCP;Unknown;1
23676;UDP;Unknown;1
23679;UDP;Signal;1
23716;TCP;Unknown;3
23716;UDP;Unknown;1
23718;UDP;BitTorrent;3
23725;TCP;Unknown;1
23725;UDP;BitTorrent;1
23728;UDP;BitTorrent;1
23731;UDP;BitTorrent;2
23749;UDP;BitTorrent;1
23750;TCP;RDP;1
23765;UDP;BitTorrent;1
23768;UDP;BitTorrent;1
23775;TCP;Unknown;1
23775;UDP;BitTorrent;1
23777;TCP;RDP;1
23777;UDP;BitTorrent;1
23791;UDP;BitTorrent;1
23792;UDP;BitTorrent;1
23800;UDP;BitTorrent;1
23816;TCP;RDP;1
23824;UDP;BitTorrent;1
23831;UDP;BitTorrent;1
23841;UDP;BitTorrent;1
23845;TCP;RDP;1
23876;UDP;BitTorrent;2
23883;TCP;RDP;1
23886;UDP;BitTorrent;1
23887;UDP;BitTorrent;1
23893;UDP;Signal;1
23900;TCP;Unknown;3
23900;UDP;BitTorrent;5
23916;UDP;WhatsAppCall;1
23950;UDP;BitTorrent;1
23952;UDP;BitTorrent;1
23986;TCP;RDP;1
24002;TCP;Unknown;1
24002;UDP;BitTorrent;1
24026;TCP;Unknown;1
24040;UDP;BitTorrent;1
24042;TCP;RDP;1
24078;TCP;Unknown;1
24078;UDP;Unknown;1
24091;UDP;BitTorrent;1
24112;UDP;BitTorrent;1
24124;UDP;BitTorrent;1
24128;TCP;RDP;1
24131;UDP;BitTorrent;1
24141;UDP;BitTorrent;1
24154;TCP;RDP;1
24156;UDP;BitTorrent;1
24157;TCP;RDP;1
24173;TCP;Unknown;1
24173;UDP;BitTorrent;1
24195;UDP;BitTorrent;1
24224;TCP;Unknown;3
24224;UDP;BitTorrent;1
24231;UDP;BitTorrent;1
24234;TCP;Unknown;1
24234;UDP;BitTorrent;1
24239;TCP;Unknown;2
24239;UDP;BitTorrent;1
24259;UDP;BitTorrent;1
24261;UDP;WhatsApp;1
24262;TCP;Unknown;3
24262;UDP;BitTorrent;1
24274;UDP;BitTorrent;1
24278;UDP;BitTorrent;1
24292;UDP;BitTorrent;3
24298;UDP;BitTorrent;1
24300;UDP;BitTorrent;1
24313;UDP;BitTorrent;2
24314;TCP;RDP;1
24350;UDP;BitTorrent;1
24364;UDP;BitTorrent;1
24368;UDP;BitTorrent;1
24369;TCP;Unknown;2
24369;UDP;BitTorrent;1
24369;UDP;Unknown;1
24376;UDP;BitTorrent;1
24377;TCP;RDP;1
24390;UDP;BitTorrent;1
24401;UDP;BitTorrent;1
24424;UDP;STUN;1
24425;UDP;BitTorrent;1
24425;UDP;STUN;1
24435;UDP;Signal;1
24439;UDP;STUN;1
24444;UDP;STUN;1
24447;UDP;STUN;1
24467;UDP;BitTorrent;2
24469;TCP;Unknown;1
24469;UDP;BitTorrent;1
24478;TCP;Unknown;1
24479;UDP;BitTorrent;1
24480;UDP;STUN;1
24482;UDP;BitTorrent;3
24488;UDP;BitTorrent;1
24489;TCP;Unknown;3
24489;UDP;BitTorrent;1
24491;UDP;Signal;1
24493;UDP;BitTorrent;2
24502;UDP;BitTorrent;1
24504;UDP;BitTorrent;1
24509;TCP;RDP;1
24525;UDP;BitTorrent;1
24526;TCP;Unknown;1
24526;UDP;BitTorrent;1
24530;TCP;Unknown;1
24530;UDP;BitTorrent;1
24530;UDP;Unknown;1
24560;UDP;BitTorrent;1
24565;UDP;Signal;1
24594;UDP;BitTorrent;1
24611;TCP;MsSQL-TDS;1
24621;UDP;BitTorrent;1
24622;UDP;BitTorrent;1
24623;UDP;BitTorrent;4
24633;TCP;Unknown;4
24633;UDP;Unknown;1
24634;UDP;BitTorrent;2
24635;TCP;Unknown;1
24635;UDP;BitTorrent;1
24648;TCP;Unknown;1
24648;UDP;BitTorrent;1
24653;TCP;Unknown;1
24653;UDP;Unknown;1
24662;TCP;RDP;1
24690;TCP;RDP;1
24693;UDP;BitTorrent;1
24698;TCP;Unknown;1
24713;TCP;Unknown;3
24713;UDP;BitTorrent;1
24721;UDP;BitTorrent;1
24726;UDP;BitTorrent;1
24753;UDP;BitTorrent;1
24760;TCP;Unknown;2
24760;UDP;BitTorrent;1
24766;TCP;Unknown;1
24766;UDP;Unknown;1
24777;UDP;BitTorrent;2
24784;UDP;BitTorrent;1
24803;UDP;BitTorrent;1
24806;UDP;BitTorrent;1
24807;TCP;Unknown;1
24807;UDP;BitTorrent;1
24807;UDP;Unknown;1
24808;TCP;Unknown;1
24808;UDP;Unknown;1
24811;UDP;BitTorrent;1
24839;UDP;BitTorrent;1
24855;UDP;BitTorrent;1
24874;TCP;Unknown;4
24874;UDP;BitTorrent;8
24874;UDP;Unknown;1
24879;TCP;RDP;1
24890;UDP;BitTorrent;1
24900;UDP;BitTorrent;1
24914;UDP;BitTorrent;1
24922;UDP;BitTorrent;1
24948;UDP;BitTorrent;1
24952;TCP;Unknown;1
24952;UDP;BitTorrent;1
24952;UDP;Unknown;1
24954;TCP;Unknown;1
24959;UDP;BitTorrent;1
24965;TCP;Unknown;3
24965;UDP;BitTorrent;1
24987;TCP;Unknown;1
24987;UDP;BitTorrent;1
24989;TCP;RDP;1
24993;UDP;STUN;1
24997;TCP;RDP;1
25000;TCP;Unknown;1
25000;UDP;BitTorrent;1
25013;UDP;BitTorrent;1
25023;UDP;BitTorrent;2
25025;UDP;BitTorrent;1
25036;UDP;BitTorrent;1
25037;UDP;BitTorrent;4
25055;UDP;BitTorrent;2
25057;UDP;BitTorrent;1
25077;TCP;BitTorrent;1
25077;TCP;Unknown;2
25077;UDP;BitTorrent;2
25080;UDP;BitTorrent;1
25111;UDP;BitTorrent;1
25115;UDP;BitTorrent;1
25136;UDP;BitTorrent;1
25137;UDP;BitTorrent;1
25145;UDP;STUN;1
25148;TCP;Unknown;2
25148;UDP;BitTorrent;1
25151;TCP;RDP;1
25154;UDP;BitTorrent;1
25162;UDP;BitTorrent;1
25182;UDP;STUN;1
25185;UDP;BitTorrent;1
25191;UDP;BitTorrent;1
25208;TCP;MsSQL-TDS;1
25225;UDP;BitTorrent;1
25242;UDP;Signal;1
25243;TCP;Unknown;3
25243;UDP;BitTorrent;1
25249;TCP;Unknown;3
25249;UDP;Unknown;1
25256;TCP;MsSQL-TDS;1
25257;UDP;BitTorrent;3
25276;UDP;BitTorrent;1
25280;TCP;Unknown;6
25280;UDP;BitTorrent;3
25315;TCP;Unknown;1
25315;UDP;BitTorrent;1
25334;UDP;STUN;1
25346;UDP;BitTorrent;1
25351;UDP;BitTorrent;1
25356;UDP;BitTorrent;2
25360;UDP;BitTorrent;1
25364;UDP;BitTorrent;1
25370;UDP;STUN;1
25384;UDP;BitTorrent;1
25401;UDP;BitTorrent;5
25410;UDP;BitTorrent;1
25434;TCP;RDP;1
25434;TCP;Unknown;2
25434;UDP;BitTorrent;1
25434;UDP;Unknown;1
25450;UDP;BitTorrent;1
25453;UDP;STUN;1
25456;TCP;Unknown;1
25456;UDP;BitTorrent;1
25488;UDP;BitTorrent;3
25490;TCP;RDP;1
25505;UDP;BitTorrent;1
25552;UDP;BitTorrent;1
25565;TCP;RDP;1
25584;TCP;Unknown;1
25584;UDP;BitTorrent;1
25590;UDP;BitTorrent;1
25605;TCP;Unknown;3
25605;UDP;BitTorrent;1
25620;UDP;BitTorrent;1
25623;UDP;BitTorrent;1
25627;UDP;BitTorrent;3
25633;TCP;Unknown;3
25633;UDP;BitTorrent;1
25651;UDP;BitTorrent;1
25676;UDP;BitTorrent;1
25679;UDP;BitTorrent;2
25691;UDP;BitTorrent;1
25710;TCP;BitTorrent;1
25727;UDP;BitTorrent;1
25729;UDP;BitTorrent;1
25739;UDP;BitTorrent;1
25752;UDP;BitTorrent;1
25756;TCP;Unknown;3
25756;UDP;BitTorrent;1
25765;TCP;RDP;1
25768;UDP;BitTorrent;1
25777;UDP;BitTorrent;1
25782;UDP;BitTorrent;1
25790;TCP;RDP;1
25805;TCP;Unknown;3
25805;UDP;BitTorrent;2
25818;TCP;Unknown;3
25818;UDP;BitTorrent;1
25838;UDP;BitTorrent;1
25844;TCP;Unknown;2
25844;UDP;Unknown;1
25848;TCP;Unknown;1
25848;UDP;BitTorrent;1
25866;TCP;RDP;1
25870;TCP;Unknown;3
25870;UDP;BitTorrent;1
25872;UDP;BitTorrent;1
25882;UDP;BitTorrent;2
25888;UDP;BitTorrent;1
25891;TCP;Unknown;1
25891;UDP;BitTorrent;1
25915;UDP;STUN;1
25922;UDP;BitTorrent;1
25925;UDP;STUN;1
25928;TCP;RDP;1
25963;UDP;STUN;1
25970;UDP;BitTorrent;1
25974;UDP;BitTorrent;1
25980;TCP;BitTorrent;2
25980;TCP;Unknown;2
25980;UDP;BitTorrent;1
25993;UDP;BitTorrent;1
25994;TCP;Unknown;3
25994;UDP;BitTorrent;2
26008;TCP;Unknown;1
26008;UDP;BitTorrent;1
26020;UDP;BitTorrent;3
26024;TCP;RDP;1
26028;UDP;BitTorrent;2
26030;UDP;STUN;1
26034;TCP;RDP;2
26074;TCP;Unknown;3
26074;UDP;BitTorrent;1
26080;UDP;BitTorrent;1
26084;UDP;BitTorrent;1
26085;TCP;Unknown;8
26085;UDP;BitTorrent;11
26085;UDP;Unknown;3
26100;UDP;BitTorrent;1
26101;TCP;RDP;1
26101;UDP;BitTorrent;2
26111;UDP;BitTorrent;1
26123;TCP;Unknown;1
26123;UDP;BitTorrent;2
26123;UDP;Unknown;1
26127;TCP;Unknown;1
26148;UDP;BitTorrent;1
26152;UDP;BitTorrent;1
26157;UDP;BitTorrent;1
26176;UDP;BitTorrent;1
26182;TCP;Unknown;2
26182;UDP;BitTorrent;1
26187;TCP;Unknown;3
26187;UDP;Unknown;1
26209;UDP;BitTorrent;1
26212;UDP;BitTorrent;1
26221;TCP;BitTorrent;1
26221;UDP;BitTorrent;1
26241;UDP;BitTorrent;2
26246;UDP;BitTorrent;1
26257;UDP;BitTorrent;2
26268;UDP;BitTorrent;1
26271;UDP;BitTorrent;1
26284;UDP;BitTorrent;1
26285;UDP;BitTorrent;1
26295;UDP;BitTorrent;1
26299;UDP;BitTorrent;1
26301;TCP;RDP;1
26317;TCP;Unknown;3
26317;UDP;BitTorrent;1
26330;UDP;BitTorrent;2
26336;UDP;BitTorrent;1
26337;TCP;Unknown;1
26337;UDP;BitTorrent;1
26341;TCP;Unknown;1
26354;UDP;BitTorrent;1
26355;TCP;Unknown;1
26355;UDP;BitTorrent;1
26385;TCP;SSH;1
26388;UDP;BitTorrent;1
26403;TCP;Unknown;1
26403;UDP;Unknown;1
26404;UDP;STUN;1
26407;UDP;STUN;1
26409;UDP;Signal;1
26418;TCP;RDP;1
26421;UDP;STUN;1
26426;TCP;Unknown;3
26426;UDP;BitTorrent;2
26427;UDP;Signal;1
26430;UDP;Signal;2
26435;UDP;STUN;1
26435;UDP;Signal;1
26436;UDP;STUN;2
26436;UDP;Signal;1
26438;UDP;BitTorrent;2
26445;UDP;BitTorrent;1
26445;UDP;Signal;1
26456;UDP;BitTorrent;1
26458;TCP;Unknown;3
26458;UDP;Unknown;1
26460;TCP;RDP;1
26466;UDP;STUN;1
26474;UDP;STUN;1
26476;UDP;BitTorrent;1
26477;UDP;GoogleHangoutDuo;1
26479;UDP;STUN;1
26484;UDP;Signal;1
26485;UDP;STUN;1
26488;UDP;BitTorrent;1
26492;UDP;STUN;1
26495;UDP;Signal;1
26506;UDP;BitTorrent;1
26517;TCP;Unknown;3
26517;UDP;BitTorrent;1
26518;UDP;BitTorrent;1
26519;UDP;BitTorrent;1
26530;TCP;RDP;1
26545;UDP;BitTorrent;1
26549;UDP;GoogleHangoutDuo;1
26571;UDP;BitTorrent;2
26577;UDP;BitTorrent;1
26609;TCP;Unknown;1
26609;UDP;BitTorrent;1
26618;TCP;Unknown;1
26618;UDP;BitTorrent;2
26624;TCP;RDP;1
26624;UDP;BitTorrent;1
26636;UDP;BitTorrent;1
26641;UDP;BitTorrent;1
26665;UDP;DNS;1
26680;TCP;Unknown;3
26680;UDP;BitTorrent;1
26684;UDP;BitTorrent;7
26688;UDP;BitTorrent;1
26692;UDP;BitTorrent;1
26720;UDP;BitTorrent;1
26724;TCP;Unknown;1
26724;UDP;BitTorrent;1
26732;UDP;BitTorrent;1
26744;TCP;RDP;1
26746;UDP;STUN;1
26752;TCP;Unknown;4
26752;UDP;BitTorrent;1
26796;UDP;BitTorrent;1
26811;UDP;BitTorrent;1
26824;UDP;BitTorrent;3
26835;TCP;Unknown;1
26835;UDP;BitTorrent;1
26839;TCP;Unknown;3
26839;UDP;Unknown;1
26854;UDP;BitTorrent;1
26857;UDP;BitTorrent;1
26866;TCP;Unknown;1
26866;UDP;Unknown;1
26883;TCP;Unknown;1
26883;UDP;BitTorrent;1
26885;UDP;BitTorrent;1
26912;UDP;BitTorrent;1
26921;UDP;BitTorrent;1
26926;UDP;STUN;1
26936;TCP;Unknown;2
26936;UDP;BitTorrent;1
26936;UDP;Unknown;1
26939;UDP;BitTorrent;3
