DESTPORT;PROTOCOL;SERVICE;SERVICE
43068;TCP;Unknown;1
43068;UDP;BitTorrent;1
43073;UDP;STUN;1
43075;UDP;BitTorrent;1
43102;UDP;STUN;1
43102;UDP;Signal;1
43120;TCP;Unknown;3
43120;UDP;Signal;1
43129;UDP;STUN;1
43132;TCP;Unknown;1
43132;UDP;BitTorrent;1
43136;UDP;STUN;1
43151;UDP;BitTorrent;1
43168;UDP;Signal;1
43179;TCP;Unknown;8
43179;UDP;BitTorrent;7
43179;UDP;Unknown;2
43185;TCP;RDP;1
43192;UDP;BitTorrent;1
43193;TCP;Unknown;1
43193;UDP;BitTorrent;1
43195;UDP;STUN;1
43219;UDP;BitTorrent;1
43220;UDP;BitTorrent;2
43221;UDP;BitTorrent;1
43224;TCP;Unknown;1
43224;UDP;BitTorrent;1
43225;UDP;BitTorrent;1
43226;TCP;Unknown;1
43226;UDP;Unknown;1
43232;TCP;RDP;1
43239;UDP;STUN;1
43244;UDP;BitTorrent;1
43252;TCP;SSH;1
43266;UDP;BitTorrent;1
43275;TCP;RDP;1
43279;UDP;BitTorrent;1
43288;UDP;BitTorrent;1
43291;UDP;BitTorrent;1
43306;TCP;Unknown;1
43306;UDP;Unknown;1
43310;TCP;RDP;1
43311;TCP;RDP;1
43318;UDP;BitTorrent;1
43335;TCP;Unknown;1
43335;UDP;BitTorrent;1
43350;UDP;BitTorrent;1
43354;UDP;BitTorrent;2
43362;UDP;BitTorrent;1
43371;TCP;Unknown;3
43371;UDP;BitTorrent;1
43373;UDP;BitTorrent;1
43380;UDP;BitTorrent;1
43403;UDP;BitTorrent;1
43416;UDP;Signal;2
43428;UDP;BitTorrent;1
43437;TCP;Unknown;1
43437;UDP;BitTorrent;2
43440;UDP;BitTorrent;2
43446;TCP;Unknown;3
43446;UDP;BitTorrent;1
43446;UDP;Unknown;1
43457;UDP;STUN;1
43458;UDP;BitTorrent;1
43464;TCP;SSH;1
43468;UDP;BitTorrent;1
43483;TCP;Unknown;1
43483;UDP;BitTorrent;1
43483;UDP;Unknown;1
43494;UDP;BitTorrent;1
43496;UDP;BitTorrent;1
43497;UDP;BitTorrent;2
43499;TCP;Unknown;1
43499;UDP;Unknown;1
43511;UDP;BitTorrent;3
43519;UDP;BitTorrent;1
43523;UDP;BitTorrent;1
43528;UDP;BitTorrent;1
43532;TCP;Unknown;3
43532;UDP;BitTorrent;1
43541;UDP;BitTorrent;1
43543;TCP;RDP;1
43543;UDP;BitTorrent;1
43551;UDP;BitTorrent;1
43552;UDP;BitTorrent;4
43563;TCP;Unknown;1
43563;UDP;BitTorrent;1
43565;TCP;RDP;1
43571;UDP;BitTorrent;1
43576;UDP;BitTorrent;3
43582;TCP;Unknown;1
43582;UDP;BitTorrent;1
43583;UDP;BitTorrent;1
43591;TCP;Unknown;3
43591;UDP;BitTorrent;1
43593;TCP;Unknown;2
43593;UDP;Unknown;1
43594;UDP;BitTorrent;1
43596;TCP;Unknown;2
43596;UDP;BitTorrent;1
43606;UDP;BitTorrent;1
43611;UDP;BitTorrent;4
43616;UDP;BitTorrent;2
43635;TCP;RDP;1
43640;UDP;BitTorrent;1
43653;UDP;BitTorrent;5
43677;UDP;BitTorrent;1
43680;UDP;BitTorrent;1
43685;UDP;BitTorrent;1
43689;UDP;BitTorrent;2
43691;UDP;BitTorrent;2
43697;TCP;SSH;1
43699;UDP;Unknown;1
43710;UDP;BitTorrent;1
43718;UDP;BitTorrent;3
43721;TCP;RDP;1
43725;UDP;BitTorrent;1
43731;UDP;STUN;1
43738;TCP;SSH;1
43744;TCP;BitTorrent;1
43744;UDP;BitTorrent;2
43749;TCP;RDP;1
43749;UDP;BitTorrent;1
43762;TCP;Unknown;1
43762;UDP;BitTorrent;1
43772;UDP;Signal;2
43785;UDP;BitTorrent;1
43787;UDP;BitTorrent;1
43798;UDP;BitTorrent;1
43801;UDP;BitTorrent;1
43804;TCP;SSH;1
43822;TCP;Unknown;1
43822;UDP;BitTorrent;1
43830;UDP;BitTorrent;1
43836;TCP;MsSQL-TDS;1
43836;UDP;BitTorrent;1
43848;UDP;BitTorrent;1
43852;TCP;Unknown;1
43852;UDP;BitTorrent;1
43852;UDP;Unknown;1
43867;UDP;BitTorrent;3
43883;TCP;BitTorrent;1
43883;TCP;Unknown;2
43883;UDP;BitTorrent;1
43883;UDP;Unknown;1
43884;UDP;BitTorrent;1
43885;UDP;BitTorrent;1
43886;TCP;BitTorrent;1
43886;TCP;RDP;1
43886;UDP;BitTorrent;2
43888;TCP;Unknown;2
43888;UDP;BitTorrent;1
43923;UDP;BitTorrent;1
43932;UDP;BitTorrent;1
43952;UDP;BitTorrent;1
43975;TCP;Unknown;1
43975;UDP;BitTorrent;1
43987;UDP;WhatsAppCall;2
43999;UDP;BitTorrent;2
44025;UDP;BitTorrent;1
44029;UDP;BitTorrent;1
44030;UDP;BitTorrent;1
44040;UDP;BitTorrent;3
44058;TCP;RDP;1
44066;TCP;BitTorrent;2
44066;TCP;Unknown;2
44066;UDP;BitTorrent;1
44070;UDP;BitTorrent;1
44071;UDP;BitTorrent;1
44118;UDP;BitTorrent;1
44147;UDP;BitTorrent;1
44150;UDP;BitTorrent;1
44159;UDP;BitTorrent;1
44162;UDP;BitTorrent;3
44167;UDP;BitTorrent;1
44170;UDP;BitTorrent;2
44170;UDP;STUN;2
44187;UDP;BitTorrent;2
44190;TCP;RDP;1
44192;UDP;BitTorrent;1
44199;UDP;BitTorrent;1
44203;UDP;BitTorrent;1
44204;TCP;Unknown;1
44204;UDP;BitTorrent;1
44208;UDP;BitTorrent;1
44233;UDP;BitTorrent;1
44235;UDP;BitTorrent;3
44243;UDP;STUN;1
44249;UDP;BitTorrent;1
44263;UDP;BitTorrent;1
44271;TCP;RDP;1
44271;UDP;STUN;2
44281;TCP;Unknown;2
44281;UDP;Unknown;1
44286;TCP;Unknown;3
44286;UDP;BitTorrent;1
44287;UDP;BitTorrent;1
44293;UDP;BitTorrent;1
44316;UDP;BitTorrent;1
44320;TCP;Unknown;3
44320;UDP;Unknown;1
44325;TCP;TLS;3
44325;UDP;BitTorrent;1
44338;UDP;BitTorrent;2
44362;UDP;BitTorrent;1
44364;TCP;Unknown;1
44365;TCP;HTTP;11
44366;TCP;Unknown;3
44366;UDP;BitTorrent;1
44384;UDP;BitTorrent;3
44389;TCP;RDP;1
44398;UDP;BitTorrent;1
44399;UDP;BitTorrent;1
44400;UDP;BitTorrent;1
44404;TCP;Unknown;2
44404;UDP;BitTorrent;1
44412;UDP;BitTorrent;1
44414;TCP;Unknown;2
44414;UDP;Unknown;1
44439;UDP;BitTorrent;1
44446;UDP;Google;3
44461;TCP;Unknown;3
44461;UDP;BitTorrent;1
44462;UDP;BitTorrent;2
44474;UDP;BitTorrent;1
44488;UDP;BitTorrent;1
44495;UDP;BitTorrent;1
44501;TCP;RDP;1
44516;UDP;BitTorrent;2
44524;UDP;BitTorrent;1
44534;UDP;BitTorrent;1
44548;UDP;BitTorrent;1
44556;TCP;Unknown;1
44556;UDP;BitTorrent;3
44558;TCP;RDP;1
44559;UDP;STUN;2
44564;UDP;BitTorrent;1
44593;TCP;RDP;1
44622;TCP;Unknown;3
44622;UDP;BitTorrent;1
44623;TCP;Unknown;1
44623;UDP;BitTorrent;1
44626;TCP;Unknown;1
44627;TCP;Unknown;1
44627;UDP;BitTorrent;1
44628;UDP;BitTorrent;1
44633;TCP;Unknown;2
44633;UDP;BitTorrent;1
44635;TCP;BitTorrent;1
44638;UDP;BitTorrent;1
44639;UDP;BitTorrent;1
44651;UDP;BitTorrent;1
44661;TCP;Unknown;1
44661;UDP;Unknown;1
44667;UDP;STUN;2
44668;UDP;BitTorrent;1
44671;TCP;RDP;1
44671;UDP;STUN;2
44672;TCP;Unknown;1
44672;UDP;BitTorrent;1
44676;UDP;BitTorrent;1
44699;UDP;BitTorrent;1
44708;TCP;RDP;1
44720;UDP;BitTorrent;1
44723;UDP;BitTorrent;1
44739;UDP;BitTorrent;3
44754;TCP;Unknown;1
44754;UDP;BitTorrent;2
44776;TCP;Unknown;1
44776;UDP;BitTorrent;1
44780;UDP;BitTorrent;1
44788;TCP;HTTP;1
44790;TCP;HTTP;1
44808;UDP;BitTorrent;1
44810;UDP;Signal;2
44813;UDP;BitTorrent;1
44822;UDP;BitTorrent;4
44829;UDP;BitTorrent;2
44838;UDP;STUN;1
44843;UDP;BitTorrent;1
44848;UDP;BitTorrent;1
44850;TCP;RDP;1
44856;UDP;BitTorrent;1
44863;UDP;BitTorrent;1
44888;UDP;BitTorrent;3
44891;UDP;BitTorrent;1
44894;UDP;BitTorrent;1
44897;UDP;BitTorrent;1
44907;UDP;BitTorrent;1
44915;UDP;BitTorrent;1
44918;UDP;BitTorrent;1
44928;UDP;BitTorrent;1
44938;TCP;Unknown;1
44938;UDP;Unknown;1
44943;TCP;Unknown;3
44943;UDP;Unknown;1
44946;UDP;BitTorrent;1
44952;UDP;WhatsAppCall;1
44954;TCP;RDP;1
44970;TCP;Unknown;1
44973;UDP;BitTorrent;1
44977;UDP;BitTorrent;1
44987;UDP;BitTorrent;1
44997;UDP;STUN;2
45022;UDP;BitTorrent;1
45024;UDP;BitTorrent;3
45025;UDP;BitTorrent;1
45028;TCP;Unknown;3
45028;UDP;BitTorrent;1
45036;TCP;Unknown;4
45036;UDP;Unknown;1
45038;TCP;Unknown;2
45038;UDP;BitTorrent;1
45038;UDP;Unknown;1
45052;TCP;RDP;1
45058;UDP;BitTorrent;1
45075;UDP;BitTorrent;1
45082;UDP;BitTorrent;1
45088;TCP;Unknown;1
45088;UDP;BitTorrent;1
45094;TCP;RDP;1
45096;TCP;RDP;1
45096;UDP;BitTorrent;1
45102;UDP;Signal;1
45115;UDP;BitTorrent;1
45120;UDP;Signal;1
45126;UDP;BitTorrent;1
45138;TCP;RDP;1
45139;UDP;BitTorrent;1
45149;UDP;Signal;1
45151;UDP;BitTorrent;1
45154;TCP;RDP;1
45169;UDP;BitTorrent;1
45182;UDP;BitTorrent;2
45182;UDP;STUN;2
45195;TCP;SSH;1
45196;UDP;STUN;2
45214;TCP;RDP;1
45216;TCP;Unknown;2
45216;UDP;Unknown;1
45227;TCP;Unknown;3
45227;UDP;BitTorrent;3
45232;UDP;BitTorrent;1
45243;UDP;BitTorrent;1
45246;UDP;BitTorrent;2
45251;UDP;BitTorrent;1
45266;UDP;BitTorrent;1
45269;UDP;BitTorrent;1
45278;UDP;BitTorrent;1
45281;TCP;RDP;1
45283;UDP;BitTorrent;1
45299;TCP;Unknown;1
45299;UDP;BitTorrent;1
45316;UDP;BitTorrent;2
45324;UDP;BitTorrent;1
45327;TCP;Unknown;1
45327;UDP;Unknown;1
45333;UDP;BitTorrent;1
45335;UDP;BitTorrent;2
45339;UDP;BitTorrent;1
45341;UDP;BitTorrent;1
45343;UDP;BitTorrent;4
45346;UDP;BitTorrent;1
45354;UDP;BitTorrent;2
45356;UDP;BitTorrent;2
45357;UDP;BitTorrent;1
45364;UDP;BitTorrent;1
45368;TCP;RDP;1
45382;TCP;Unknown;3
45382;UDP;BitTorrent;1
45383;TCP;SSH;1
45384;TCP;Unknown;2
45384;UDP;BitTorrent;1
45399;UDP;BitTorrent;1
45408;UDP;BitTorrent;1
45411;UDP;BitTorrent;1
45414;UDP;BitTorrent;2
45431;TCP;RDP;1
45434;TCP;Unknown;1
45434;UDP;BitTorrent;1
45451;TCP;BitTorrent;1
45451;UDP;BitTorrent;2
45456;UDP;BitTorrent;2
45459;TCP;Unknown;1
45459;UDP;Unknown;1
45460;TCP;Unknown;4
45460;UDP;BitTorrent;2
45468;UDP;BitTorrent;1
45477;TCP;FTP_DATA;1
45477;TCP;MsSQL-TDS;1
45480;TCP;Unknown;1
45480;UDP;BitTorrent;1
45483;TCP;RDP;1
45486;UDP;BitTorrent;1
45507;UDP;BitTorrent;3
45517;UDP;BitTorrent;1
45526;UDP;BitTorrent;1
45529;TCP;Unknown;1
45529;UDP;BitTorrent;1
45532;TCP;Unknown;3
45534;UDP;BitTorrent;1
45535;UDP;BitTorrent;1
45547;UDP;BitTorrent;1
45565;UDP;BitTorrent;1
45566;UDP;STUN;1
45574;TCP;Unknown;2
45574;UDP;BitTorrent;1
45590;UDP;BitTorrent;2
45592;TCP;Unknown;1
45592;UDP;Unknown;1
45596;TCP;SSH;1
45597;UDP;BitTorrent;1
45607;UDP;BitTorrent;1
45608;UDP;BitTorrent;1
45614;UDP;BitTorrent;1
45620;UDP;Unknown;2
45623;UDP;BitTorrent;2
45627;UDP;BitTorrent;1
45628;UDP;BitTorrent;1
45633;UDP;BitTorrent;1
45635;UDP;BitTorrent;1
45641;TCP;SSH;1
45661;UDP;BitTorrent;3
45667;UDP;BitTorrent;1
45677;UDP;Unknown;1
45680;UDP;BitTorrent;1
45682;TCP;BitTorrent;3
45682;TCP;Unknown;7
45682;UDP;BitTorrent;37
45682;UDP;Unknown;1
45684;UDP;BitTorrent;1
45690;TCP;MsSQL-TDS;1
45696;UDP;BitTorrent;1
45707;UDP;BitTorrent;2
45711;TCP;Unknown;1
45711;UDP;BitTorrent;1
45716;UDP;BitTorrent;1
45722;TCP;Unknown;1
45722;UDP;Unknown;1
45724;UDP;BitTorrent;1
45746;TCP;Unknown;3
45746;UDP;BitTorrent;1
45749;UDP;BitTorrent;1
45762;UDP;Signal;1
45769;UDP;Unknown;171
45770;TCP;BitTorrent;1
45770;UDP;BitTorrent;1
45781;TCP;Unknown;2
45781;UDP;BitTorrent;1
45801;UDP;BitTorrent;1
45809;UDP;BitTorrent;1
45810;UDP;Signal;1
45817;UDP;BitTorrent;1
45850;UDP;BitTorrent;1
45857;UDP;BitTorrent;1
45862;TCP;Unknown;3
45862;UDP;BitTorrent;1
45871;TCP;Unknown;1
45871;UDP;Unknown;1
45875;UDP;BitTorrent;2
45879;UDP;BitTorrent;1
45888;UDP;BitTorrent;1
45898;UDP;BitTorrent;1
45916;UDP;BitTorrent;1
45917;TCP;Unknown;1
45917;UDP;BitTorrent;2
45917;UDP;Unknown;1
45936;UDP;BitTorrent;2
45960;UDP;BitTorrent;1
45961;UDP;Unknown;1
45967;UDP;BitTorrent;2
45968;UDP;BitTorrent;1
45974;UDP;BitTorrent;3
45980;TCP;Unknown;1
45982;UDP;BitTorrent;2
46001;TCP;RDP;1
46002;TCP;SSH;1
46002;UDP;BitTorrent;1
46006;TCP;Unknown;1
46006;UDP;Unknown;1
46011;UDP;STUN;2
46021;TCP;Unknown;1
46021;UDP;BitTorrent;1
46024;UDP;BitTorrent;1
46027;UDP;BitTorrent;1
46057;UDP;BitTorrent;1
46059;TCP;Unknown;3
46059;UDP;BitTorrent;1
46060;TCP;Unknown;1
46066;UDP;BitTorrent;3
46073;UDP;BitTorrent;1
46077;TCP;Unknown;1
46077;UDP;BitTorrent;1
46080;TCP;RDP;1
46081;UDP;BitTorrent;1
46083;TCP;Unknown;1
46083;UDP;Unknown;1
46098;UDP;BitTorrent;1
46115;UDP;STUN;1
46126;TCP;Unknown;2
46126;UDP;BitTorrent;1
46138;TCP;RDP;1
46145;UDP;BitTorrent;1
46146;UDP;BitTorrent;1
46154;UDP;BitTorrent;1
46156;UDP;BitTorrent;4
46174;UDP;BitTorrent;1
46180;UDP;BitTorrent;1
46197;TCP;Unknown;1
46197;UDP;BitTorrent;1
46218;TCP;Unknown;1
46218;UDP;BitTorrent;1
46221;TCP;Unknown;3
46221;UDP;BitTorrent;1
46225;UDP;BitTorrent;1
46228;UDP;BitTorrent;1
46234;TCP;SSH;1
46246;UDP;BitTorrent;1
46253;TCP;HTTP;1
46258;TCP;Unknown;1
46258;UDP;BitTorrent;1
46291;UDP;BitTorrent;1
46294;UDP;BitTorrent;3
46304;UDP;BitTorrent;1
46317;UDP;BitTorrent;1
46344;TCP;Unknown;1
46346;UDP;BitTorrent;1
46353;TCP;Unknown;1
46353;UDP;BitTorrent;1
46354;UDP;BitTorrent;1
46358;TCP;Unknown;1
46358;UDP;BitTorrent;1
46380;TCP;RDP;1
46381;UDP;BitTorrent;4
46383;TCP;Unknown;2
46383;UDP;BitTorrent;1
46387;UDP;BitTorrent;3
46391;TCP;Unknown;1
46391;UDP;Unknown;1
46395;UDP;BitTorrent;1
46397;UDP;BitTorrent;1
46402;UDP;BitTorrent;1
46411;TCP;Unknown;3
46411;UDP;BitTorrent;1
46421;UDP;BitTorrent;1
46468;UDP;BitTorrent;2
46471;UDP;BitTorrent;1
46476;UDP;BitTorrent;1
46494;TCP;Unknown;1
46494;UDP;BitTorrent;1
46496;UDP;BitTorrent;1
46529;TCP;RDP;1
46564;TCP;RDP;1
46564;TCP;SSH;1
46570;UDP;BitTorrent;2
46573;UDP;BitTorrent;2
46586;UDP;Signal;1
46589;UDP;BitTorrent;1
46603;TCP;Unknown;3
46603;UDP;BitTorrent;1
46616;TCP;HTTP;1
46630;UDP;BitTorrent;2
46633;TCP;Unknown;1
46633;UDP;BitTorrent;1
46644;UDP;BitTorrent;1
46647;UDP;BitTorrent;1
46653;TCP;Unknown;3
46653;UDP;Unknown;1
46671;TCP;RDP;1
46677;UDP;BitTorrent;1
46691;UDP;BitTorrent;1
46709;TCP;RDP;1
46715;UDP;BitTorrent;1
46720;UDP;BitTorrent;1
46723;UDP;BitTorrent;1
46736;UDP;BitTorrent;1
46762;UDP;BitTorrent;1
46769;TCP;RDP;1
46769;TCP;Unknown;1
46769;UDP;BitTorrent;2
46797;UDP;BitTorrent;1
46800;TCP;RDP;1
46807;UDP;Signal;1
46808;UDP;BitTorrent;1
46812;UDP;BitTorrent;1
46812;UDP;RTP;1
46823;UDP;BitTorrent;1
46836;TCP;Unknown;1
46836;UDP;Unknown;1
46843;UDP;BitTorrent;1
46855;UDP;BitTorrent;2
46862;UDP;BitTorrent;1
46866;UDP;STUN;1
46874;UDP;BitTorrent;1
46880;TCP;SSH;1
46881;TCP;Unknown;1
46881;UDP;Unknown;1
46882;UDP;BitTorrent;1
46909;TCP;Unknown;1
46909;UDP;Unknown;1
46915;TCP;SSH;2
46924;TCP;RDP;1
46926;UDP;BitTorrent;1
46929;UDP;BitTorrent;1
46935;UDP;BitTorrent;1
46938;TCP;Unknown;1
46938;UDP;Unknown;1
46948;UDP;BitTorrent;1
46955;UDP;BitTorrent;1
46961;UDP;BitTorrent;1
46966;UDP;BitTorrent;2
46968;UDP;BitTorrent;1
46971;UDP;BitTorrent;1
46974;UDP;BitTorrent;2
47001;UDP;BitTorrent;4
47002;UDP;BitTorrent;1
47017;UDP;BitTorrent;1
47018;UDP;BitTorrent;1
47023;TCP;RDP;1
47028;TCP;Unknown;1
47028;UDP;Unknown;1
47034;TCP;RDP;1
47040;TCP;RDP;1
47040;UDP;BitTorrent;2
47059;UDP;BitTorrent;1
47068;TCP;Unknown;3
47068;UDP;BitTorrent;1
47070;UDP;BitTorrent;1
47073;UDP;BitTorrent;2
47077;UDP;STUN;2
47084;TCP;Unknown;1
47084;UDP;BitTorrent;1
47109;UDP;BitTorrent;1
47110;UDP;BitTorrent;1
47118;TCP;BitTorrent;2
47118;TCP;Unknown;2
47118;UDP;BitTorrent;1
47119;TCP;BitTorrent;8
47119;TCP;Unknown;21
47125;UDP;BitTorrent;1
47139;TCP;BitTorrent;2
47139;TCP;Unknown;2
47139;UDP;BitTorrent;1
47141;UDP;BitTorrent;1
47146;TCP;MsSQL-TDS;1
47158;UDP;BitTorrent;2
47173;UDP;BitTorrent;1
47181;UDP;Unknown;1
47203;UDP;BitTorrent;1
47209;UDP;Signal;1
47214;TCP;Unknown;1
47214;UDP;BitTorrent;1
47220;UDP;BitTorrent;1
47246;TCP;SSH;1
47252;UDP;BitTorrent;2
47255;TCP;MsSQL-TDS;1
47293;UDP;BitTorrent;1
47298;TCP;Unknown;2
47298;UDP;Unknown;1
47349;UDP;BitTorrent;3
47351;TCP;RDP;1
47355;UDP;BitTorrent;2
47361;UDP;BitTorrent;5
47363;UDP;STUN;2
47364;UDP;BitTorrent;1
47365;UDP;BitTorrent;1
47370;UDP;BitTorrent;1
47374;TCP;RDP;1
47375;TCP;RDP;1
47377;TCP;RDP;1
47382;TCP;RDP;1
47386;TCP;TLS;1
47400;UDP;BitTorrent;3
47401;UDP;BitTorrent;1
47446;TCP;Unknown;1
47457;UDP;BitTorrent;1
47458;TCP;Unknown;1
47458;UDP;BitTorrent;1
47459;TCP;MsSQL-TDS;1
47465;UDP;BitTorrent;1
47467;TCP;RDP;1
47467;UDP;BitTorrent;1
47468;UDP;BitTorrent;1
47480;UDP;BitTorrent;1
47499;TCP;Unknown;1
47499;UDP;BitTorrent;2
47511;TCP;Unknown;1
47511;UDP;BitTorrent;1
47519;UDP;BitTorrent;2
47520;UDP;Signal;2
47546;UDP;BitTorrent;3
47553;UDP;BitTorrent;1
47559;UDP;BitTorrent;1
47565;UDP;BitTorrent;1
47573;UDP;BitTorrent;1
47575;UDP;STUN;1
47601;UDP;BitTorrent;2
47602;TCP;RDP;1
47604;UDP;BitTorrent;2
47637;UDP;BitTorrent;1
47638;UDP;BitTorrent;1
47652;TCP;Unknown;2
47652;UDP;BitTorrent;1
47668;UDP;BitTorrent;1
47669;TCP;Unknown;1
47669;UDP;Unknown;1
47699;UDP;BitTorrent;1
47721;UDP;BitTorrent;1
47727;UDP;BitTorrent;1
47728;TCP;Unknown;1
47728;UDP;BitTorrent;1
47741;UDP;BitTorrent;4
47745;UDP;STUN;1
47754;UDP;BitTorrent;2
47760;UDP;BitTorrent;1
47775;UDP;Signal;2
47778;UDP;BitTorrent;1
47782;TCP;Unknown;1
47783;TCP;Unknown;3
47783;UDP;BitTorrent;6
47792;TCP;Unknown;1
47792;UDP;BitTorrent;1
47793;UDP;BitTorrent;1
47796;TCP;Unknown;1
47796;UDP;BitTorrent;1
47796;UDP;Unknown;1
47804;UDP;BitTorrent;1
47809;UDP;Signal;1
47831;UDP;BitTorrent;1
47846;TCP;Unknown;1
47846;UDP;BitTorrent;1
47865;UDP;BitTorrent;1
47877;TCP;RDP;1
47878;TCP;RDP;1
47885;TCP;Unknown;3
47885;UDP;BitTorrent;1
47885;UDP;Unknown;1
47893;UDP;BitTorrent;1
47894;UDP;STUN;1
47900;TCP;Unknown;3
47906;UDP;BitTorrent;1
47924;UDP;STUN;2
47928;TCP;SSH;1
47932;UDP;Signal;2
47933;UDP;BitTorrent;1
47944;TCP;RDP;1
47951;UDP;BitTorrent;1
47961;TCP;SSH;1
47968;TCP;Unknown;1
47968;UDP;BitTorrent;1
47970;UDP;BitTorrent;1
47993;TCP;UPnP;1
48000;TCP;Unknown;3
48000;UDP;BitTorrent;3
48000;UDP;Unknown;1
48012;TCP;RDP;1
48039;TCP;Unknown;1
48039;UDP;BitTorrent;1
48042;TCP;MsSQL-TDS;1
48043;UDP;BitTorrent;1
48045;UDP;BitTorrent;1
48057;UDP;BitTorrent;1
48058;UDP;BitTorrent;1
48061;TCP;TLS;1
48065;UDP;STUN;2
48084;UDP;BitTorrent;2
48093;UDP;BitTorrent;1
48109;UDP;BitTorrent;1
48116;TCP;Unknown;1
48116;UDP;BitTorrent;3
48122;UDP;STUN;2
48129;UDP;BitTorrent;1
48140;UDP;BitTorrent;1
48154;TCP;MsSQL-TDS;1
48160;UDP;BitTorrent;1
48168;TCP;Unknown;1
48168;UDP;BitTorrent;1
48172;UDP;BitTorrent;1
48182;UDP;BitTorrent;2
48203;TCP;Unknown;1
48203;UDP;BitTorrent;1
48222;UDP;STUN;1
48240;TCP;Unknown;1
48240;UDP;BitTorrent;7
48261;UDP;WhatsAppCall;1
48265;UDP;BitTorrent;1
48267;UDP;Signal;1
48274;TCP;Unknown;1
48274;UDP;Unknown;1
48277;UDP;BitTorrent;1
48297;UDP;BitTorrent;1
48300;UDP;BitTorrent;1
48302;UDP;BitTorrent;1
48307;UDP;BitTorrent;1
48310;UDP;BitTorrent;2
48311;UDP;BitTorrent;1
48311;UDP;STUN;2
48317;TCP;Unknown;1
48317;UDP;BitTorrent;1
48341;UDP;STUN;1
48343;TCP;RDP;1
48359;UDP;BitTorrent;1
48373;UDP;BitTorrent;1
48374;UDP;BitTorrent;1
48384;UDP;BitTorrent;1
48385;TCP;Unknown;1
48385;UDP;BitTorrent;3
48390;TCP;Unknown;1
48390;UDP;Unknown;1
48393;UDP;BitTorrent;1
48395;UDP;BitTorrent;1
48401;UDP;BitTorrent;1
48404;TCP;Unknown;1
48404;UDP;BitTorrent;1
48407;TCP;Unknown;1
48407;UDP;Unknown;1
48408;TCP;RDP;1
48417;TCP;Unknown;1
48417;UDP;BitTorrent;1
48427;UDP;BitTorrent;1
48428;UDP;BitTorrent;2
48441;UDP;BitTorrent;1
48445;UDP;BitTorrent;1
48449;TCP;Unknown;3
48449;UDP;BitTorrent;1
48453;TCP;RDP;1
48454;UDP;STUN;1
48456;UDP;STUN;1
48460;UDP;BitTorrent;1
48461;UDP;Signal;1
48503;UDP;BitTorrent;1
48508;UDP;BitTorrent;1
48513;TCP;RDP;1
48525;TCP;RDP;1
48536;TCP;Unknown;2
48536;UDP;BitTorrent;1
48583;UDP;BitTorrent;1
48584;UDP;BitTorrent;2
48597;UDP;BitTorrent;3
48600;UDP;BitTorrent;1
48603;UDP;BitTorrent;1
48650;TCP;Unknown;1
48650;UDP;BitTorrent;2
48656;UDP;RTP;1
48665;TCP;Unknown;4
48665;UDP;BitTorrent;1
48668;TCP;RDP;1
48691;TCP;RDP;1
48692;TCP;Unknown;3
48692;UDP;BitTorrent;1
48694;TCP;Unknown;3
48694;UDP;BitTorrent;6
48703;UDP;BitTorrent;1
48708;UDP;BitTorrent;1
48717;TCP;RDP;1
48729;TCP;Unknown;2
48729;UDP;BitTorrent;1
48734;UDP;BitTorrent;1
48739;UDP;Signal;1
48755;UDP;Unknown;1
48767;UDP;BitTorrent;1
48800;UDP;BitTorrent;2
48801;UDP;STUN;1
48803;TCP;RDP;1
48818;TCP;BitTorrent;1
48818;TCP;Unknown;3
48818;UDP;BitTorrent;1
48831;TCP;Unknown;1
48831;UDP;BitTorrent;1
48837;TCP;RDP;1
48837;TCP;Unknown;1
48837;UDP;BitTorrent;2
48851;UDP;BitTorrent;1
48855;TCP;RDP;1
48866;UDP;BitTorrent;1
48890;UDP;BitTorrent;1
48896;UDP;BitTorrent;1
48898;UDP;BitTorrent;2
48907;TCP;SSH;1
48915;UDP;BitTorrent;1
48928;UDP;BitTorrent;1
48932;UDP;BitTorrent;1
48940;UDP;BitTorrent;1
48949;TCP;Unknown;4
48949;UDP;BitTorrent;1
48954;UDP;BitTorrent;3
48960;UDP;BitTorrent;1
48962;UDP;BitTorrent;2
48970;UDP;BitTorrent;1
48990;UDP;RTP;1
49000;TCP;Unknown;1
49000;UDP;BitTorrent;1
49001;UDP;BitTorrent;36
49005;UDP;BitTorrent;2
49006;TCP;MsSQL-TDS;1
49006;TCP;RDP;1
49008;UDP;BitTorrent;1
49008;UDP;RTP;1
49010;UDP;BitTorrent;5
49016;UDP;BitTorrent;2
49034;UDP;BitTorrent;1
49036;UDP;BitTorrent;1
49046;TCP;MsSQL-TDS;1
49056;UDP;BitTorrent;1
49064;UDP;BitTorrent;1
49069;UDP;BitTorrent;1
49084;UDP;BitTorrent;1
49095;UDP;BitTorrent;2
49096;TCP;Unknown;3
49096;UDP;BitTorrent;2
49096;UDP;Unknown;1
49104;UDP;BitTorrent;1
49104;UDP;STUN;1
49110;UDP;BitTorrent;1
49114;UDP;BitTorrent;1
49115;UDP;STUN;1
49123;TCP;BitTorrent;1
49123;TCP;Unknown;3
49123;UDP;BitTorrent;1
49125;UDP;BitTorrent;1
49145;UDP;BitTorrent;1
49152;TCP;Unknown;4
49152;UDP;BitTorrent;1
49152;UDP;Unknown;2
49154;TCP;HTTP;1
49155;UDP;BitTorrent;1
